latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,-10800,America/Argentina/Buenos_Aires,-03

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),wind_direction_10m_dominant (°)
2010-01-01,51,24.4,18.8,21.7,26.3,16.5,21.5,0.60,0.60,11
2010-01-02,0,27.8,19.2,23.9,33.0,20.9,26.7,0.00,0.00,305
2010-01-03,51,28.6,21.8,25.1,32.9,22.7,27.2,0.10,0.10,71
2010-01-04,63,26.0,21.3,23.9,30.4,22.3,26.6,20.20,20.20,89
2010-01-05,63,29.0,21.3,25.0,34.5,24.7,29.1,5.60,5.60,95
2010-01-06,65,23.6,18.8,21.9,26.1,14.4,20.7,14.30,14.30,174
2010-01-07,1,23.9,17.2,20.7,25.4,16.1,20.2,0.00,0.00,31
2010-01-08,0,25.7,17.8,21.8,28.3,15.7,22.1,0.00,0.00,45
2010-01-09,0,28.4,19.5,24.4,33.1,21.0,27.6,0.00,0.00,73
2010-01-10,61,29.5,21.9,25.0,34.0,19.9,27.8,3.60,3.60,135
2010-01-11,3,28.5,20.6,24.4,31.6,19.7,25.0,0.00,0.00,61
2010-01-12,65,25.9,18.5,21.8,26.2,13.7,19.6,27.80,27.80,240
2010-01-13,0,26.6,15.9,21.2,25.5,14.7,20.0,0.00,0.00,289
2010-01-14,0,28.3,17.1,23.2,32.2,17.3,24.4,0.00,0.00,314
2010-01-15,2,29.4,20.6,24.9,31.9,21.1,26.4,0.00,0.00,341
2010-01-16,51,24.2,21.2,22.9,25.3,22.4,23.6,0.40,0.40,30
2010-01-17,0,30.7,20.8,25.4,33.4,21.8,27.5,0.00,0.00,339
2010-01-18,3,29.2,22.8,26.3,35.4,25.8,29.8,0.00,0.00,46
2010-01-19,63,25.5,21.2,23.5,29.3,22.5,25.2,22.70,22.70,170
2010-01-20,1,26.2,19.1,22.9,30.9,21.0,25.4,0.00,0.00,73
2010-01-21,0,29.9,22.0,25.6,34.3,23.7,28.6,0.00,0.00,7
2010-01-22,51,28.9,21.3,25.1,34.8,23.2,28.8,0.10,0.10,105
2010-01-23,51,29.0,22.7,25.4,35.3,25.3,29.0,0.20,0.20,92
2010-01-24,1,28.6,22.7,25.4,33.6,24.6,28.3,0.00,0.00,58
2010-01-25,0,29.6,22.6,26.1,32.5,25.4,28.6,0.00,0.00,105
2010-01-26,0,28.8,23.3,25.8,32.8,25.2,28.2,0.00,0.00,77
2010-01-27,0,29.4,23.5,26.2,32.6,25.8,28.9,0.00,0.00,68
2010-01-28,0,30.1,23.6,26.7,33.9,25.2,29.4,0.00,0.00,36
2010-01-29,1,31.2,23.9,27.5,35.1,25.4,30.2,0.00,0.00,15
2010-01-30,51,31.2,24.4,27.1,34.1,24.6,29.9,0.30,0.30,114
2010-01-31,63,27.8,24.5,26.0,31.4,25.7,29.0,6.00,6.00,58
2010-02-01,63,30.4,24.2,26.9,35.6,28.5,31.8,4.40,4.40,4
2010-02-02,63,29.2,24.0,25.6,33.1,26.8,28.8,31.60,31.60,12
2010-02-03,63,31.7,24.2,26.7,39.2,27.4,30.9,27.50,27.50,73
2010-02-04,53,26.1,23.3,24.6,28.8,24.4,27.3,1.80,1.80,117
2010-02-05,61,27.3,23.1,24.9,30.4,24.6,28.0,6.60,6.60,43
2010-02-06,65,27.4,23.4,24.7,32.1,26.2,28.8,69.50,69.50,56
2010-02-07,63,29.1,23.1,25.1,33.2,25.0,28.4,11.70,11.70,5
2010-02-08,1,27.8,20.6,23.9,27.9,21.8,24.7,0.00,0.00,257
2010-02-09,0,29.6,20.2,24.7,32.6,19.5,25.5,0.00,0.00,329
2010-02-10,61,27.2,22.1,24.4,31.7,21.5,26.3,5.20,5.20,360
2010-02-11,1,29.2,22.5,25.4,34.7,22.1,28.6,0.00,0.00,89
2010-02-12,0,29.0,23.7,26.2,34.0,27.2,30.2,0.00,0.00,89
2010-02-13,53,30.3,24.6,26.8,36.7,27.6,30.5,0.90,0.90,311
2010-02-14,3,24.6,18.4,21.7,26.5,15.8,20.0,0.00,0.00,125
2010-02-15,55,25.1,19.8,22.1,25.0,19.2,21.8,3.20,3.20,98
2010-02-16,53,22.6,19.0,20.6,21.6,15.9,18.8,3.70,3.70,104
2010-02-17,3,23.9,19.2,21.7,23.4,17.1,20.4,0.00,0.00,71
2010-02-18,3,27.2,20.7,23.8,29.2,18.8,24.2,0.00,0.00,40
2010-02-19,53,28.0,24.1,25.9,32.7,25.3,28.4,2.80,2.80,14
2010-02-20,63,25.2,22.7,23.4,27.8,23.5,26.1,44.60,44.60,125
2010-02-21,61,23.2,22.0,22.6,24.2,20.6,22.2,7.00,7.00,121
2010-02-22,53,25.8,21.9,23.6,29.8,20.5,24.9,3.70,3.70,67
2010-02-23,51,23.7,19.0,21.4,24.5,17.9,20.7,0.60,0.60,193
2010-02-24,1,21.0,15.0,18.2,19.1,11.1,16.0,0.00,0.00,190
2010-02-25,0,20.1,13.0,16.8,21.5,11.1,16.0,0.00,0.00,159
2010-02-26,1,21.9,14.9,18.6,24.3,14.5,18.8,0.00,0.00,68
2010-02-27,51,24.9,17.0,21.1,27.1,17.9,22.4,0.10,0.10,86
2010-02-28,51,23.8,18.6,21.3,24.6,19.1,21.9,0.20,0.20,102
2010-03-01,3,25.4,19.4,22.3,27.5,19.8,23.2,0.00,0.00,70
2010-03-02,53,26.6,22.0,23.6,29.6,23.3,25.8,2.20,2.20,63
2010-03-03,63,24.0,21.4,22.6,26.5,23.3,24.4,29.40,29.40,42
2010-03-04,61,27.5,20.4,23.5,30.8,22.1,26.0,6.10,6.10,293
2010-03-05,0,26.5,19.4,22.9,27.9,20.4,24.3,0.00,0.00,244
2010-03-06,1,26.3,18.9,22.5,29.2,20.0,24.4,0.00,0.00,193
2010-03-07,1,24.9,19.1,22.3,27.0,21.9,24.2,0.00,0.00,97
2010-03-08,1,25.2,20.4,22.5,26.4,21.2,23.5,0.00,0.00,89
2010-03-09,51,26.5,22.3,24.2,29.6,24.0,26.6,0.20,0.20,77
2010-03-10,53,26.4,21.4,24.0,29.0,22.3,26.1,1.80,1.80,287
2010-03-11,3,24.8,18.4,21.4,24.9,17.7,21.1,0.00,0.00,211
2010-03-12,1,21.5,14.6,18.7,22.7,13.0,18.5,0.00,0.00,157
2010-03-13,2,27.0,17.5,21.8,25.2,17.4,21.0,0.00,0.00,324
2010-03-14,1,22.7,17.1,20.7,22.0,13.6,18.6,0.00,0.00,248
2010-03-15,1,21.1,12.2,17.5,20.9,10.8,16.3,0.00,0.00,160
2010-03-16,0,21.3,13.1,18.0,20.9,9.5,16.3,0.00,0.00,103
2010-03-17,63,24.7,18.9,21.1,25.4,16.4,19.8,6.30,6.30,31
2010-03-18,61,24.0,19.6,21.8,26.5,21.3,23.9,6.10,6.10,88
2010-03-19,61,24.1,20.8,22.3,27.0,22.7,24.6,4.00,4.00,117
2010-03-20,51,22.3,18.3,20.5,23.0,18.8,20.9,0.10,0.10,116
2010-03-21,65,20.7,18.1,19.7,23.0,16.9,20.4,44.40,44.40,105
2010-03-22,1,24.3,15.0,19.3,23.1,13.6,18.3,0.00,0.00,255
2010-03-23,0,25.3,14.7,20.1,24.3,14.1,19.3,0.00,0.00,301
2010-03-24,0,22.9,16.7,19.8,23.8,15.8,18.9,0.00,0.00,124
2010-03-25,0,21.8,15.8,18.7,21.2,13.7,16.9,0.00,0.00,79
2010-03-26,0,22.4,16.3,19.4,23.1,15.0,18.9,0.00,0.00,79
2010-03-27,3,23.8,19.0,21.2,25.3,19.9,22.5,0.00,0.00,89
2010-03-28,3,24.8,20.4,22.0,26.1,21.7,23.6,0.00,0.00,61
2010-03-29,1,25.2,17.7,21.6,28.7,19.2,23.5,0.00,0.00,33
2010-03-30,1,26.2,19.3,22.5,29.5,21.2,24.9,0.00,0.00,29
2010-03-31,3,27.4,21.2,23.9,30.0,23.2,25.8,0.00,0.00,18
2010-04-01,1,25.8,18.8,22.4,27.1,18.2,22.9,0.00,0.00,258
2010-04-02,51,21.6,16.8,19.1,21.5,17.4,19.2,0.10,0.10,183
2010-04-03,2,21.2,14.4,17.6,19.1,11.0,15.7,0.00,0.00,168
2010-04-04,3,16.6,10.7,14.1,13.4,6.5,10.0,0.00,0.00,147
2010-04-05,3,17.1,10.9,14.2,14.5,7.0,11.0,0.00,0.00,134
2010-04-06,1,19.8,13.9,16.7,18.9,12.0,15.1,0.00,0.00,53
2010-04-07,1,19.8,14.5,17.2,19.3,12.6,15.4,0.00,0.00,72
2010-04-08,3,20.1,15.2,17.8,19.0,14.3,16.7,0.00,0.00,87
2010-04-09,2,22.0,16.7,18.9,20.6,15.7,17.8,0.00,0.00,58
2010-04-10,2,22.7,17.2,19.5,21.7,16.1,18.5,0.00,0.00,38
2010-04-11,2,24.1,17.4,20.3,23.5,15.9,19.3,0.00,0.00,10
2010-04-12,2,24.5,18.6,21.2,25.0,18.5,21.5,0.00,0.00,4
2010-04-13,61,22.8,13.8,19.0,24.6,12.2,19.0,12.70,12.70,218
2010-04-14,63,13.8,13.0,13.4,12.7,11.2,11.8,49.70,49.70,238
2010-04-15,61,16.0,12.6,14.2,12.5,7.8,10.5,9.00,9.00,255
2010-04-16,1,20.2,10.3,15.2,18.9,8.3,13.6,0.00,0.00,308
2010-04-17,51,19.5,14.0,16.8,19.6,12.3,16.0,0.60,0.60,16
2010-04-18,63,24.2,15.6,19.5,27.3,16.3,21.1,8.60,8.60,46
2010-04-19,3,22.0,16.0,18.3,23.9,17.0,19.8,0.00,0.00,159
2010-04-20,3,20.5,13.4,17.0,20.7,12.6,17.2,0.00,0.00,165
2010-04-21,3,19.6,13.3,16.5,20.0,13.2,16.6,0.00,0.00,124
2010-04-22,1,17.3,10.9,14.3,16.7,7.6,11.7,0.00,0.00,177
2010-04-23,2,13.6,7.1,10.8,11.3,3.9,7.7,0.00,0.00,142
2010-04-24,51,13.4,10.6,12.3,10.5,7.1,8.8,0.30,0.30,67
2010-04-25,3,17.6,12.9,15.0,15.7,9.9,13.2,0.00,0.00,122
2010-04-26,1,17.9,10.6,14.0,16.3,8.5,12.4,0.00,0.00,194
2010-04-27,1,19.8,10.9,14.7,18.5,8.8,13.2,0.00,0.00,318
2010-04-28,0,20.7,11.3,15.5,19.8,9.3,14.2,0.00,0.00,306
2010-04-29,0,19.0,9.9,14.4,18.1,7.7,13.2,0.00,0.00,249
2010-04-30,1,21.4,12.1,16.3,18.4,9.3,13.6,0.00,0.00,317
2010-05-01,0,23.3,13.9,18.0,23.3,12.0,16.8,0.00,0.00,313
2010-05-02,2,22.4,15.2,18.4,22.9,14.1,18.0,0.00,0.00,333
2010-05-03,51,19.4,14.8,17.3,20.4,14.7,17.4,0.30,0.30,263
2010-05-04,3,18.2,13.1,15.2,17.9,11.5,14.5,0.00,0.00,152
2010-05-05,3,19.0,12.9,15.6,18.2,11.4,14.2,0.00,0.00,18
2010-05-06,53,17.9,11.2,16.0,16.0,7.2,13.1,1.70,1.70,247
2010-05-07,0,14.7,8.2,11.4,11.9,5.4,8.6,0.00,0.00,164
2010-05-08,0,16.8,6.5,12.3,14.8,3.9,10.3,0.00,0.00,238
2010-05-09,0,17.6,6.6,12.2,16.1,4.2,10.4,0.00,0.00,273
2010-05-10,0,17.4,8.0,12.4,15.9,5.4,10.5,0.00,0.00,186
2010-05-11,1,16.8,10.4,13.8,15.1,8.6,12.2,0.00,0.00,100
2010-05-12,1,17.9,12.0,14.7,17.1,10.6,13.6,0.00,0.00,45
2010-05-13,2,18.6,12.4,15.5,16.4,11.0,13.7,0.00,0.00,8
2010-05-14,3,20.0,14.8,17.4,19.3,11.7,15.5,0.00,0.00,16
2010-05-15,51,17.1,12.5,14.5,16.7,8.3,12.2,0.70,0.70,170
2010-05-16,3,12.2,7.7,10.1,8.1,2.9,5.8,0.00,0.00,157
2010-05-17,3,14.5,9.0,11.7,12.2,6.4,9.0,0.00,0.00,115
2010-05-18,2,17.4,10.1,13.7,15.6,7.2,11.7,0.00,0.00,125
2010-05-19,3,19.1,13.4,15.9,18.8,12.5,15.2,0.00,0.00,135
2010-05-20,51,17.0,13.8,15.4,18.0,13.2,15.4,0.10,0.10,132
2010-05-21,3,18.8,15.5,17.0,18.9,15.5,17.1,0.00,0.00,81
2010-05-22,51,19.0,16.7,18.0,18.2,15.7,17.1,1.80,1.80,47
2010-05-23,63,18.7,17.2,18.0,18.5,15.8,17.3,33.10,33.10,38
2010-05-24,63,18.3,14.5,16.3,18.6,13.4,16.1,13.00,13.00,253
2010-05-25,3,17.9,11.4,14.5,16.4,8.6,12.6,0.00,0.00,259
2010-05-26,2,17.3,10.8,14.1,16.0,9.8,12.7,0.00,0.00,107
2010-05-27,51,16.8,13.9,15.5,15.0,11.8,13.1,0.20,0.20,96
2010-05-28,55,17.8,15.4,16.4,16.9,13.2,15.0,4.30,4.30,38
2010-05-29,63,16.5,14.5,15.4,16.7,14.6,16.0,34.10,34.10,10
2010-05-30,61,14.5,10.4,12.4,14.1,4.7,8.1,10.30,10.30,200
2010-05-31,3,11.3,7.5,9.6,8.9,2.0,5.8,0.00,0.00,144
2010-06-01,3,13.3,8.8,11.0,9.7,5.9,7.7,0.00,0.00,13
2010-06-02,3,15.4,9.7,12.5,13.9,6.8,10.2,0.00,0.00,36
2010-06-03,3,16.6,11.4,13.6,17.2,9.7,12.6,0.00,0.00,28
2010-06-04,51,15.8,10.8,12.7,14.1,8.5,11.2,0.20,0.20,217
2010-06-05,0,18.0,9.1,12.8,16.0,6.0,10.1,0.00,0.00,290
2010-06-06,0,18.0,10.5,13.7,15.4,7.0,10.7,0.00,0.00,313
2010-06-07,1,15.1,9.0,12.1,12.2,7.3,9.4,0.00,0.00,135
2010-06-08,3,12.8,8.5,10.6,8.7,5.5,7.2,0.00,0.00,122
2010-06-09,51,10.7,7.1,9.2,6.3,3.3,5.1,0.30,0.30,117
2010-06-10,1,12.7,6.8,9.8,9.1,3.3,6.2,0.00,0.00,108
2010-06-11,2,15.3,9.0,12.0,12.4,4.9,8.3,0.00,0.00,55
2010-06-12,61,13.6,12.2,12.9,12.4,9.4,10.9,10.90,10.90,35
2010-06-13,53,15.2,12.1,13.8,15.0,12.1,13.4,1.70,1.70,59
2010-06-14,63,16.5,14.3,15.3,14.2,11.7,12.8,21.40,21.40,355
2010-06-15,3,15.9,8.9,12.2,15.4,6.8,11.1,0.00,0.00,208
2010-06-16,3,14.4,9.4,11.6,11.1,5.4,8.3,0.00,0.00,126
2010-06-17,2,13.0,9.8,11.4,10.0,7.2,8.5,0.00,0.00,96
2010-06-18,61,13.5,10.8,12.0,12.2,7.2,9.6,5.40,5.40,81
2010-06-19,51,13.0,10.0,11.2,11.5,6.0,7.8,0.80,0.80,257
2010-06-20,1,14.2,7.4,10.5,8.6,2.6,5.7,0.00,0.00,271
2010-06-21,2,8.7,3.5,6.6,5.9,-0.3,3.0,0.00,0.00,230
2010-06-22,1,14.6,6.9,10.1,11.6,2.2,6.1,0.00,0.00,334
2010-06-23,3,16.7,10.1,13.4,13.0,4.6,8.3,0.00,0.00,357
2010-06-24,51,16.0,8.8,13.4,14.1,5.0,10.1,0.50,0.50,233
2010-06-25,2,15.1,5.9,10.2,13.8,2.8,7.9,0.00,0.00,171
2010-06-26,53,12.6,10.2,11.4,10.0,5.7,7.6,2.80,2.80,93
2010-06-27,53,12.3,7.8,10.6,10.7,4.7,7.7,5.00,5.00,205
2010-06-28,0,14.2,4.7,8.9,10.4,1.0,5.1,0.00,0.00,301
2010-06-29,1,13.2,6.1,9.6,9.1,1.5,5.5,0.00,0.00,332
2010-06-30,51,14.3,8.2,11.3,13.2,6.2,9.6,0.30,0.30,336
2010-07-01,51,17.6,12.7,14.8,16.5,11.4,13.7,0.10,0.10,2
2010-07-02,51,17.1,12.2,14.8,16.9,11.7,14.6,1.10,1.10,78
2010-07-03,2,20.5,14.9,17.5,21.7,14.7,17.7,0.00,0.00,17
2010-07-04,2,21.9,17.7,19.4,19.5,15.2,17.1,0.00,0.00,13
2010-07-05,53,18.8,13.9,16.9,19.8,9.9,15.1,3.60,3.60,73
2010-07-06,53,15.4,13.2,13.9,15.5,8.6,11.2,3.80,3.80,118
2010-07-07,61,13.3,8.4,11.8,12.4,4.4,8.6,3.40,3.40,230
2010-07-08,0,15.2,6.6,10.3,12.0,2.4,6.8,0.00,0.00,311
2010-07-09,0,13.0,7.2,9.9,9.5,3.9,6.7,0.00,0.00,187
2010-07-10,1,14.0,5.7,9.8,11.8,2.9,7.0,0.00,0.00,26
2010-07-11,61,16.8,11.1,13.3,15.5,3.5,10.2,5.90,5.90,325
2010-07-12,1,10.0,4.7,6.6,2.3,-1.7,-0.3,0.00,0.00,245
2010-07-13,3,10.2,4.0,6.8,4.2,-2.4,0.9,0.00,0.00,257
2010-07-14,3,8.6,4.9,6.7,3.7,0.5,2.0,0.00,0.00,237
2010-07-15,1,7.2,1.6,4.3,2.7,-3.3,-0.2,0.00,0.00,200
2010-07-16,2,7.0,0.0,3.6,3.3,-4.1,-0.2,0.00,0.00,185
2010-07-17,3,7.7,1.5,4.9,4.0,-1.8,1.3,0.00,0.00,135
2010-07-18,61,11.2,6.0,8.3,8.8,0.3,3.6,25.00,25.00,116
2010-07-19,55,11.4,6.1,8.1,9.5,1.7,4.7,15.00,15.00,341
2010-07-20,51,12.9,5.3,8.9,9.8,0.3,4.8,0.50,0.50,290
2010-07-21,1,13.1,3.0,8.0,10.2,-0.1,5.3,0.00,0.00,236
2010-07-22,3,10.4,3.5,6.7,6.4,-0.3,3.0,0.00,0.00,264
2010-07-23,1,11.5,2.1,6.7,8.3,-1.7,2.9,0.00,0.00,332
2010-07-24,3,10.1,5.9,8.2,7.3,1.0,4.2,0.00,0.00,87
2010-07-25,51,9.7,7.7,8.9,7.9,3.3,4.5,1.80,1.80,234
2010-07-26,1,14.6,5.2,9.2,9.8,0.0,4.5,0.00,0.00,286
2010-07-27,1,14.4,6.1,9.9,10.1,2.0,5.7,0.00,0.00,345
2010-07-28,2,15.2,8.5,11.2,12.5,5.1,8.2,0.00,0.00,303
2010-07-29,51,13.9,5.9,10.0,11.8,3.4,7.4,1.40,1.40,87
2010-07-30,63,13.4,10.7,11.7,13.4,7.0,9.4,32.60,32.60,122
2010-07-31,2,12.4,6.5,9.3,7.3,1.2,4.5,0.00,0.00,233
2010-08-01,3,8.6,2.3,5.5,3.4,-3.2,0.5,0.00,0.00,231
2010-08-02,2,8.7,1.1,4.9,4.8,-2.9,0.9,0.00,0.00,201
2010-08-03,3,8.5,1.3,5.0,3.8,-3.2,0.4,0.00,0.00,174
2010-08-04,51,8.9,2.4,5.6,4.7,-2.1,1.2,0.60,0.60,142
2010-08-05,53,9.8,5.0,7.3,6.6,1.5,3.9,4.50,4.50,101
2010-08-06,3,12.3,7.2,9.4,10.1,3.2,6.3,0.00,0.00,32
2010-08-07,2,13.2,5.8,10.0,11.7,3.7,8.1,0.00,0.00,99
2010-08-08,3,14.1,4.6,9.5,12.4,2.6,7.4,0.00,0.00,137
2010-08-09,0,15.2,5.2,9.8,13.7,2.0,7.4,0.00,0.00,314
2010-08-10,0,14.8,5.2,10.0,14.0,2.6,8.0,0.00,0.00,11
2010-08-11,3,12.7,7.8,10.4,11.2,4.1,7.3,0.00,0.00,54
2010-08-12,61,12.3,7.8,10.7,11.4,0.7,7.0,7.70,7.70,186
2010-08-13,51,9.4,5.5,7.2,3.7,-1.4,1.3,0.60,0.60,176
2010-08-14,3,9.3,2.3,6.1,5.9,-2.1,2.4,0.00,0.00,158
2010-08-15,2,10.4,5.8,8.0,6.0,2.8,4.1,0.00,0.00,59
2010-08-16,51,14.3,8.6,10.9,11.9,4.1,7.6,0.10,0.10,32
2010-08-17,1,17.0,9.3,12.8,15.2,6.5,10.6,0.00,0.00,30
2010-08-18,51,19.0,12.4,15.0,19.1,10.7,14.0,0.90,0.90,1
2010-08-19,0,17.2,10.1,13.4,14.5,7.5,11.0,0.00,0.00,217
2010-08-20,1,16.1,5.9,11.3,13.7,3.4,8.8,0.00,0.00,323
2010-08-21,1,19.7,9.8,14.1,18.9,6.5,12.0,0.00,0.00,353
2010-08-22,1,20.3,11.9,15.7,21.2,11.0,15.6,0.00,0.00,68
2010-08-23,51,19.7,13.0,16.2,18.4,11.8,15.1,0.10,0.10,153
2010-08-24,1,16.8,9.3,12.9,14.5,5.6,10.4,0.00,0.00,181
2010-08-25,1,15.0,7.2,10.9,11.3,3.9,8.0,0.00,0.00,86
2010-08-26,2,15.5,6.8,11.5,14.8,4.3,9.6,0.00,0.00,48
2010-08-27,2,17.1,11.4,14.3,16.8,10.1,13.1,0.00,0.00,50
2010-08-28,51,20.8,13.2,16.6,20.5,11.2,16.1,0.20,0.20,24
2010-08-29,51,16.8,9.6,12.5,16.4,5.2,8.2,0.50,0.50,161
2010-08-30,51,15.2,8.0,11.2,11.9,1.8,6.6,0.50,0.50,74
2010-08-31,63,14.7,12.8,13.6,14.5,10.2,12.7,17.50,17.50,129
2010-09-01,53,13.0,9.0,10.3,9.6,1.6,4.2,4.40,4.40,155
2010-09-02,63,11.4,8.9,10.6,6.6,2.3,4.9,29.00,29.00,125
2010-09-03,63,14.2,8.9,12.4,12.9,3.3,8.7,29.50,29.50,21
2010-09-04,53,15.1,7.9,10.9,10.8,2.4,6.3,3.60,3.60,252
2010-09-05,0,15.5,8.8,11.7,14.1,5.4,8.9,0.00,0.00,147
2010-09-06,1,20.0,10.2,14.4,18.5,7.6,12.7,0.00,0.00,346
2010-09-07,1,18.4,10.1,14.4,19.6,8.5,13.5,0.00,0.00,50
2010-09-08,1,18.5,12.0,14.9,16.7,10.3,13.3,0.00,0.00,53
2010-09-09,1,20.0,12.9,16.1,19.7,11.2,15.0,0.00,0.00,54
2010-09-10,63,22.4,16.7,18.9,23.7,14.9,18.6,9.10,9.10,13
2010-09-11,61,17.8,12.3,15.0,16.8,9.4,13.0,2.00,2.00,213
2010-09-12,3,14.1,11.4,12.7,11.3,7.1,9.5,0.00,0.00,98
2010-09-13,61,13.6,10.7,12.3,9.8,6.1,8.1,14.70,14.70,130
2010-09-14,61,16.9,9.3,12.5,13.0,4.0,8.2,3.80,3.80,220
2010-09-15,3,19.0,9.3,14.2,17.8,5.7,11.8,0.00,0.00,295
2010-09-16,2,17.2,10.8,14.0,15.9,8.2,12.0,0.00,0.00,226
2010-09-17,1,13.8,7.0,10.8,11.6,2.3,7.3,0.00,0.00,164
2010-09-18,0,15.7,8.0,11.6,11.7,4.4,8.2,0.00,0.00,48
2010-09-19,0,18.5,11.1,14.5,17.7,7.5,12.2,0.00,0.00,27
2010-09-20,53,21.1,13.4,16.6,21.6,12.0,15.9,0.80,0.80,56
2010-09-21,51,20.8,13.5,16.6,21.5,12.7,16.2,0.40,0.40,119
2010-09-22,1,20.6,13.5,16.6,19.2,11.4,15.5,0.00,0.00,126
2010-09-23,1,16.6,10.3,13.4,15.2,5.6,10.2,0.00,0.00,126
2010-09-24,3,15.7,9.3,12.6,15.3,6.4,10.2,0.00,0.00,100
2010-09-25,1,19.1,11.2,14.9,19.3,10.0,13.9,0.00,0.00,110
2010-09-26,1,20.2,12.7,16.0,20.7,11.3,15.1,0.00,0.00,88
2010-09-27,51,18.1,12.7,15.8,15.7,10.0,13.1,0.40,0.40,83
2010-09-28,63,16.5,13.5,15.2,15.5,10.9,12.6,27.00,27.00,33
2010-09-29,51,15.2,12.7,13.9,11.6,8.7,10.3,1.40,1.40,262
2010-09-30,3,15.5,9.9,12.7,11.3,4.7,8.4,0.00,0.00,241
2010-10-01,3,13.2,7.4,10.5,9.0,3.3,7.0,0.00,0.00,204
2010-10-02,2,17.7,6.6,12.5,16.3,3.5,9.8,0.00,0.00,259
2010-10-03,0,19.2,9.8,14.6,16.5,6.7,11.6,0.00,0.00,341
2010-10-04,1,20.4,11.3,15.7,20.5,8.8,14.1,0.00,0.00,359
2010-10-05,1,20.7,12.7,16.6,21.1,11.1,15.6,0.00,0.00,48
2010-10-06,51,20.4,13.6,16.7,21.1,13.0,16.7,0.10,0.10,70
2010-10-07,61,17.9,12.8,15.0,15.1,10.0,12.6,9.70,9.70,193
2010-10-08,3,16.8,10.3,13.4,16.4,8.1,11.9,0.00,0.00,137
2010-10-09,2,18.2,12.3,15.1,17.1,10.9,13.5,0.00,0.00,101
2010-10-10,1,18.8,12.9,15.7,18.5,11.5,14.3,0.00,0.00,84
2010-10-11,0,19.6,13.1,16.3,19.5,10.6,14.7,0.00,0.00,55
2010-10-12,0,20.7,13.1,16.9,19.9,10.0,15.0,0.00,0.00,46
2010-10-13,53,21.2,14.9,18.0,22.2,12.2,17.1,1.40,1.40,51
2010-10-14,63,18.5,13.7,16.9,18.9,10.6,16.2,29.10,29.10,147
2010-10-15,51,17.1,12.0,14.1,15.4,9.1,11.8,0.10,0.10,195
2010-10-16,3,17.8,11.2,14.3,14.5,7.7,11.5,0.00,0.00,212
2010-10-17,1,16.5,9.0,12.6,12.8,5.6,9.5,0.00,0.00,215
2010-10-18,1,18.4,8.5,13.8,19.4,6.4,12.9,0.00,0.00,85
2010-10-19,1,22.1,13.8,17.8,23.6,12.6,17.3,0.00,0.00,26
2010-10-20,1,24.2,15.7,19.7,25.3,14.3,19.5,0.00,0.00,34
2010-10-21,2,23.5,16.7,19.9,27.0,15.9,20.8,0.00,0.00,53
2010-10-22,3,18.3,13.0,15.8,18.2,9.1,12.9,0.00,0.00,153
2010-10-23,1,17.0,9.2,13.5,15.4,5.6,10.4,0.00,0.00,120
2010-10-24,3,18.9,11.2,15.1,19.2,9.6,14.2,0.00,0.00,102
2010-10-25,3,19.4,11.8,16.1,19.3,10.5,15.1,0.00,0.00,164
2010-10-26,3,20.4,11.1,16.0,21.2,10.5,15.5,0.00,0.00,79
2010-10-27,2,19.6,12.6,15.9,18.1,10.2,13.6,0.00,0.00,83
2010-10-28,53,21.0,15.2,17.8,20.4,14.0,16.1,0.80,0.80,80
2010-10-29,63,17.7,14.0,16.3,16.1,9.5,13.4,14.40,14.40,58
2010-10-30,1,18.2,11.0,15.0,12.0,5.9,9.6,0.00,0.00,267
2010-10-31,3,18.3,14.6,16.4,14.3,7.6,11.1,0.00,0.00,243
2010-11-01,2,23.0,11.3,16.9,24.4,8.6,15.9,0.00,0.00,205
2010-11-02,1,22.2,15.6,18.9,24.2,15.1,18.7,0.00,0.00,76
2010-11-03,61,27.6,16.5,21.1,27.7,14.6,20.7,3.40,3.40,3
2010-11-04,1,21.5,16.2,19.1,23.6,15.2,19.4,0.00,0.00,131
2010-11-05,2,22.2,15.3,18.9,21.4,13.6,17.6,0.00,0.00,228
2010-11-06,2,26.8,15.5,21.0,26.4,14.7,20.6,0.00,0.00,301
2010-11-07,1,29.6,15.6,23.7,29.9,15.6,23.3,0.00,0.00,10
2010-11-08,61,25.7,13.0,17.5,22.6,9.0,13.9,9.30,9.30,171
2010-11-09,53,18.8,11.8,14.6,14.4,8.2,11.2,3.40,3.40,175
2010-11-10,1,16.7,10.0,13.5,16.4,5.5,11.2,0.00,0.00,170
2010-11-11,1,18.7,10.6,15.0,19.7,8.8,13.5,0.00,0.00,65
2010-11-12,0,20.2,13.0,16.5,20.2,10.2,14.7,0.00,0.00,70
2010-11-13,1,21.8,14.2,18.0,21.5,12.3,16.5,0.00,0.00,55
2010-11-14,3,21.5,15.3,18.3,21.2,14.0,17.2,0.00,0.00,91
2010-11-15,1,20.8,15.7,18.2,19.9,14.8,16.6,0.00,0.00,102
2010-11-16,53,20.6,14.7,17.6,21.4,13.5,16.0,1.80,1.80,130
