latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,-10800,America/Argentina/Buenos_Aires,-03

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),wind_direction_10m_dominant (°)
2017-10-23,2,19.8,12.7,15.8,17.3,10.2,13.7,0.00,0.00,15
2017-10-24,2,22.9,15.1,18.7,22.6,14.2,17.9,0.00,0.00,35
2017-10-25,1,23.1,16.4,19.6,25.0,16.4,19.9,0.00,0.00,69
2017-10-26,1,23.6,17.2,19.8,23.5,14.7,19.5,0.00,0.00,100
2017-10-27,63,19.4,14.6,16.8,17.9,13.5,15.1,15.20,15.20,163
2017-10-28,51,19.5,12.3,16.4,19.5,10.8,15.5,0.30,0.30,103
2017-10-29,63,23.6,15.4,19.7,25.6,11.9,19.9,15.70,15.70,33
2017-10-30,55,22.3,11.8,17.2,19.8,9.7,15.1,1.10,1.10,221
2017-10-31,1,23.9,12.5,18.7,23.4,9.6,17.4,0.00,0.00,289
2017-11-01,55,21.5,17.5,19.5,21.5,15.8,18.0,3.00,3.00,81
2017-11-02,63,19.8,16.2,18.4,19.8,12.7,16.9,9.50,9.50,30
2017-11-03,2,23.4,14.8,18.7,22.8,13.3,17.7,0.00,0.00,251
2017-11-04,2,22.3,12.4,17.7,21.4,10.2,15.9,0.00,0.00,213
2017-11-05,51,22.6,16.7,19.5,22.9,16.1,19.1,0.40,0.40,55
2017-11-06,51,23.0,17.5,20.3,24.7,18.2,20.6,0.40,0.40,81
2017-11-07,51,20.9,18.5,19.7,21.3,17.1,19.2,0.50,0.50,81
2017-11-08,63,23.2,18.2,20.2,25.8,17.1,20.0,5.00,5.00,24
2017-11-09,1,25.6,14.7,20.5,24.0,13.6,19.0,0.00,0.00,256
2017-11-10,61,25.5,16.7,20.9,25.2,14.2,19.3,2.50,2.50,240
2017-11-11,0,23.4,13.3,18.4,20.6,9.3,15.6,0.00,0.00,216
2017-11-12,1,25.1,12.2,19.6,27.6,11.6,19.7,0.00,0.00,347
2017-11-13,0,27.4,17.7,22.1,30.2,17.3,21.5,0.00,0.00,69
2017-11-14,0,30.7,19.2,24.2,31.3,17.2,24.0,0.00,0.00,44
2017-11-15,63,31.1,17.3,23.6,33.0,12.6,23.1,9.00,9.00,278
2017-11-16,51,22.5,11.4,17.1,22.4,8.3,15.2,0.20,0.20,192
2017-11-17,55,25.8,15.5,20.1,25.0,9.6,17.6,1.10,1.10,313
2017-11-18,51,18.5,9.9,14.5,13.8,5.7,10.1,0.10,0.10,235
2017-11-19,1,25.0,13.3,18.8,22.1,8.9,14.9,0.00,0.00,263
2017-11-20,55,18.5,13.6,15.7,16.0,9.7,13.2,1.80,1.80,20
2017-11-21,3,20.2,12.1,16.3,21.0,8.4,14.2,0.00,0.00,112
2017-11-22,53,24.8,14.7,19.4,21.2,12.2,16.7,0.90,0.90,339
2017-11-23,61,29.3,14.2,22.2,28.5,8.5,18.9,1.30,1.30,302
2017-11-24,1,20.7,9.9,15.4,20.0,5.6,12.5,0.00,0.00,190
2017-11-25,0,21.5,14.7,18.0,21.8,12.9,16.5,0.00,0.00,48
2017-11-26,0,26.2,16.4,21.8,26.9,16.1,21.4,0.00,0.00,3
2017-11-27,1,24.2,13.6,19.6,21.9,8.7,16.3,0.00,0.00,133
2017-11-28,3,20.4,12.6,16.7,19.6,8.1,14.0,0.00,0.00,96
2017-11-29,2,25.3,17.7,20.9,25.1,15.7,19.5,0.00,0.00,77
2017-11-30,2,25.8,18.8,22.0,26.5,16.7,21.0,0.00,0.00,70
2017-12-01,1,25.8,18.8,21.8,26.6,17.1,20.6,0.00,0.00,79
2017-12-02,2,25.5,20.0,22.0,26.2,19.1,21.7,0.00,0.00,86
2017-12-03,61,23.2,18.8,20.5,25.1,16.8,20.3,7.60,7.60,134
2017-12-04,51,21.5,16.4,18.9,20.4,14.0,16.8,1.80,1.80,119
2017-12-05,2,23.4,18.2,20.4,25.9,17.1,20.2,0.00,0.00,76
2017-12-06,1,26.5,20.1,23.0,28.7,20.1,24.0,0.00,0.00,40
2017-12-07,51,28.2,20.2,23.1,33.1,19.8,24.4,0.20,0.20,88
2017-12-08,53,32.6,20.4,25.8,34.2,20.4,27.0,0.90,0.90,340
2017-12-09,1,34.4,22.3,28.0,33.2,20.8,26.5,0.00,0.00,260
2017-12-10,1,31.5,17.2,24.0,29.3,14.1,21.4,0.00,0.00,197
2017-12-11,1,21.9,13.3,18.2,22.5,8.8,15.5,0.00,0.00,123
2017-12-12,1,28.7,18.6,23.3,27.3,15.9,21.9,0.00,0.00,39
2017-12-13,61,31.5,21.5,25.7,31.7,22.5,26.1,2.20,2.20,18
2017-12-14,1,31.8,18.2,25.3,29.5,17.8,24.1,0.00,0.00,260
2017-12-15,0,33.0,21.5,28.0,34.1,20.5,27.2,0.00,0.00,338
2017-12-16,63,32.1,24.6,28.5,32.6,24.3,28.1,10.70,10.70,345
2017-12-17,63,25.2,17.4,20.5,25.8,12.6,17.5,7.00,7.00,185
2017-12-18,2,21.0,15.9,18.6,19.3,14.4,16.6,0.00,0.00,90
2017-12-19,63,20.9,17.7,19.3,19.5,16.1,18.0,16.70,16.70,54
2017-12-20,3,25.5,18.9,21.9,28.6,18.5,22.9,0.00,0.00,73
2017-12-21,1,28.5,22.1,24.9,33.6,23.2,27.6,0.00,0.00,43
2017-12-22,63,29.6,22.1,26.3,33.9,22.9,29.6,7.70,7.70,5
2017-12-23,61,24.4,17.4,21.4,25.0,13.8,21.0,4.80,4.80,160
2017-12-24,0,22.3,13.6,18.8,22.7,11.1,17.4,0.00,0.00,100
2017-12-25,0,29.7,18.9,24.3,31.1,18.2,24.6,0.00,0.00,349
2017-12-26,51,32.0,22.8,27.1,34.1,23.4,28.4,0.10,0.10,338
2017-12-27,51,27.9,21.7,24.7,31.1,22.9,26.3,0.20,0.20,110
2017-12-28,1,31.3,22.4,26.6,35.8,24.7,28.9,0.00,0.00,57
2017-12-29,0,33.6,23.2,28.9,37.3,25.0,30.4,0.00,0.00,6
2017-12-30,2,35.4,25.4,30.0,37.7,22.3,31.0,0.00,0.00,23
2017-12-31,61,26.2,18.6,21.9,24.9,16.5,19.8,2.50,2.50,130
2018-01-01,1,25.8,17.6,22.1,27.0,15.4,21.0,0.00,0.00,121
2018-01-02,51,31.5,20.2,25.2,30.4,20.1,24.1,0.60,0.60,282
2018-01-03,1,32.6,18.6,25.7,30.1,18.7,24.3,0.00,0.00,289
2018-01-04,53,36.1,22.6,28.8,34.6,20.6,27.8,0.60,0.60,326
2018-01-05,61,27.8,19.6,22.8,28.3,19.7,23.0,4.40,4.40,255
2018-01-06,1,25.7,16.4,21.8,26.6,14.1,20.3,0.00,0.00,99
2018-01-07,0,31.0,20.5,25.5,30.6,17.3,23.7,0.00,0.00,339
2018-01-08,0,31.9,21.9,27.1,32.7,21.9,26.8,0.00,0.00,4
2018-01-09,0,31.0,23.7,26.6,31.5,22.0,26.2,0.00,0.00,71
2018-01-10,1,31.0,24.2,27.3,34.4,24.3,28.3,0.00,0.00,67
2018-01-11,51,34.0,26.5,29.6,36.9,28.5,32.0,0.30,0.30,47
2018-01-12,51,31.3,25.6,28.3,35.3,27.5,31.0,0.10,0.10,35
2018-01-13,61,29.3,19.8,25.1,32.4,19.8,27.4,8.80,8.80,118
2018-01-14,61,20.9,17.1,18.8,18.9,14.6,16.9,14.60,14.60,175
2018-01-15,3,25.7,16.3,20.9,28.8,14.9,21.2,0.00,0.00,164
2018-01-16,51,26.1,20.9,23.4,30.4,21.7,24.9,0.90,0.90,61
2018-01-17,61,25.7,21.2,23.4,28.2,23.7,25.8,3.80,3.80,127
2018-01-18,51,29.9,17.7,24.6,32.6,18.5,26.5,0.40,0.40,247
2018-01-19,0,30.2,19.0,24.6,34.6,19.9,26.4,0.00,0.00,82
2018-01-20,1,27.9,21.1,24.9,30.3,23.2,26.1,0.00,0.00,84
2018-01-21,0,30.4,23.6,26.3,34.8,26.5,29.5,0.00,0.00,81
2018-01-22,1,28.7,21.6,25.2,34.2,25.0,28.7,0.00,0.00,104
2018-01-23,61,30.7,23.7,26.4,35.5,26.6,29.6,3.70,3.70,336
2018-01-24,2,25.5,19.0,22.4,27.8,15.4,20.4,0.00,0.00,170
2018-01-25,3,24.0,15.6,20.1,23.3,12.6,17.5,0.00,0.00,120
2018-01-26,3,28.2,21.1,24.4,28.3,19.0,23.3,0.00,0.00,64
2018-01-27,51,28.4,23.1,25.5,32.2,22.0,26.6,0.50,0.50,32
2018-01-28,0,31.8,21.1,25.3,31.7,21.6,25.3,0.00,0.00,145
2018-01-29,0,27.9,21.2,24.3,27.4,20.2,22.6,0.00,0.00,76
2018-01-30,0,30.3,21.5,25.2,30.3,19.6,24.7,0.00,0.00,43
2018-01-31,1,29.8,24.2,26.5,33.4,25.1,28.3,0.00,0.00,62
2018-02-01,0,31.8,22.5,26.8,33.4,25.5,29.3,0.00,0.00,59
2018-02-02,51,32.2,22.9,26.1,36.3,21.7,27.3,0.20,0.20,101
2018-02-03,1,26.9,21.4,23.9,27.3,21.0,23.6,0.00,0.00,93
2018-02-04,1,29.1,23.3,25.6,31.3,23.5,26.4,0.00,0.00,73
2018-02-05,1,29.9,24.1,26.7,34.0,24.7,28.4,0.00,0.00,54
2018-02-06,1,31.6,24.2,27.2,33.2,26.8,29.2,0.00,0.00,69
2018-02-07,1,32.5,24.9,27.8,34.9,26.6,30.0,0.00,0.00,60
2018-02-08,61,33.8,25.5,29.3,37.0,28.5,31.7,1.90,1.90,13
2018-02-09,63,28.8,21.9,25.5,29.2,23.4,26.5,8.70,8.70,203
2018-02-10,51,26.8,19.5,23.6,29.7,18.2,24.5,0.40,0.40,108
2018-02-11,61,22.5,14.8,18.9,19.0,12.0,15.2,4.20,4.20,165
2018-02-12,1,21.6,13.1,17.6,22.2,10.4,15.8,0.00,0.00,121
2018-02-13,1,24.5,16.9,21.0,24.5,16.4,20.0,0.00,0.00,30
2018-02-14,0,27.4,20.6,23.8,26.8,20.0,23.1,0.00,0.00,39
2018-02-15,1,28.0,21.9,24.8,30.3,20.6,24.8,0.00,0.00,58
2018-02-16,1,29.3,23.2,25.7,31.6,22.4,26.3,0.00,0.00,53
2018-02-17,0,29.4,23.2,26.2,31.7,23.6,27.3,0.00,0.00,49
2018-02-18,1,32.2,25.1,28.2,35.8,26.0,30.3,0.00,0.00,10
2018-02-19,53,29.1,21.8,26.1,33.3,24.3,28.6,1.60,1.60,350
2018-02-20,3,29.2,21.1,24.9,29.7,21.4,25.7,0.00,0.00,168
2018-02-21,2,25.8,18.6,21.6,24.7,16.8,20.0,0.00,0.00,177
2018-02-22,1,27.3,16.1,21.6,27.8,15.3,21.4,0.00,0.00,148
2018-02-23,1,26.7,18.8,23.0,28.8,19.3,23.6,0.00,0.00,63
2018-02-24,3,25.5,17.9,21.9,26.5,16.3,21.1,0.00,0.00,115
2018-02-25,3,25.2,20.7,22.8,24.9,20.4,21.9,0.00,0.00,94
2018-02-26,51,24.8,20.5,22.6,25.4,20.2,21.9,0.60,0.60,84
2018-02-27,2,27.6,21.4,24.1,29.7,21.6,24.8,0.00,0.00,72
2018-02-28,51,26.1,22.3,23.8,26.8,22.1,23.9,0.20,0.20,90
2018-03-01,63,29.6,21.8,24.9,32.2,23.0,26.5,2.90,2.90,73
2018-03-02,1,29.6,22.0,25.7,31.6,24.9,27.6,0.00,0.00,80
2018-03-03,1,29.6,23.6,26.3,31.4,26.8,28.3,0.00,0.00,60
2018-03-04,1,29.6,22.1,26.0,32.7,25.8,28.3,0.00,0.00,41
2018-03-05,53,28.8,20.2,25.0,28.7,17.1,24.4,1.60,1.60,177
2018-03-06,0,24.8,14.2,19.8,21.9,11.1,16.9,0.00,0.00,161
2018-03-07,0,25.1,15.5,21.1,26.4,13.8,20.3,0.00,0.00,24
2018-03-08,1,27.1,18.6,23.3,26.7,17.8,22.8,0.00,0.00,41
2018-03-09,2,29.7,21.7,25.1,29.0,22.1,25.2,0.00,0.00,33
2018-03-10,53,31.5,22.8,26.4,31.7,22.5,26.3,1.10,1.10,9
2018-03-11,51,23.4,16.0,19.7,21.5,13.2,17.3,0.40,0.40,212
2018-03-12,1,23.0,14.6,19.4,23.1,13.4,18.1,0.00,0.00,74
2018-03-13,1,27.6,18.6,22.7,25.8,16.8,21.1,0.00,0.00,263
2018-03-14,63,27.0,19.5,22.6,27.4,20.9,23.3,10.20,10.20,51
2018-03-15,61,21.9,14.1,18.6,22.3,8.8,15.6,2.80,2.80,203
2018-03-16,0,22.6,16.6,19.6,21.4,15.3,18.5,0.00,0.00,34
2018-03-17,55,25.0,20.1,22.4,26.4,19.6,22.6,2.20,2.20,18
2018-03-18,63,24.2,16.6,20.5,26.5,12.9,19.2,19.10,19.10,255
2018-03-19,0,23.5,12.6,18.1,22.2,10.4,16.4,0.00,0.00,262
2018-03-20,0,23.0,14.7,18.3,22.0,10.8,15.9,0.00,0.00,226
2018-03-21,3,18.9,11.9,15.6,18.8,9.0,13.4,0.00,0.00,128
2018-03-22,51,22.0,16.1,18.8,21.5,13.5,17.4,0.40,0.40,41
2018-03-23,3,26.2,20.0,22.2,26.2,19.1,22.3,0.00,0.00,9
2018-03-24,51,23.9,15.4,19.9,23.9,13.2,19.0,0.20,0.20,192
2018-03-25,63,17.7,12.1,14.5,14.6,7.7,11.0,13.30,13.30,199
2018-03-26,1,18.5,11.1,15.5,17.5,9.1,13.8,0.00,0.00,78
2018-03-27,3,20.9,15.8,18.5,21.8,14.7,17.8,0.00,0.00,66
2018-03-28,3,23.0,18.1,20.6,24.9,18.7,21.7,0.00,0.00,25
2018-03-29,1,25.6,18.4,22.1,28.6,19.8,23.9,0.00,0.00,13
2018-03-30,1,26.4,19.0,22.8,30.4,20.7,25.1,0.00,0.00,41
2018-03-31,3,26.1,19.4,22.4,29.5,20.7,24.1,0.00,0.00,103
2018-04-01,51,24.2,19.6,21.4,23.6,18.3,20.7,0.50,0.50,122
2018-04-02,53,22.0,17.5,19.8,22.0,16.8,19.5,1.70,1.70,131
2018-04-03,1,22.4,15.8,19.4,24.2,15.9,20.2,0.00,0.00,104
2018-04-04,0,23.7,16.6,20.8,25.2,17.6,22.0,0.00,0.00,41
2018-04-05,51,26.9,19.6,23.0,28.6,19.9,24.4,0.30,0.30,1
2018-04-06,63,22.1,17.2,18.7,24.6,15.8,18.0,17.00,17.00,135
2018-04-07,61,21.6,16.6,18.8,23.2,16.4,19.8,2.30,2.30,146
2018-04-08,61,21.9,18.1,20.2,24.4,19.7,21.9,5.60,5.60,56
2018-04-09,53,24.7,19.1,22.2,27.5,21.2,23.9,0.80,0.80,64
2018-04-10,1,28.4,23.2,25.4,29.9,22.6,25.6,0.00,0.00,4
2018-04-11,61,29.9,21.0,25.1,32.7,22.3,26.5,4.60,4.60,355
2018-04-12,63,20.9,13.4,17.1,21.7,9.8,14.1,13.90,13.90,184
2018-04-13,3,17.5,10.2,14.3,16.4,7.1,11.8,0.00,0.00,136
2018-04-14,0,19.6,15.5,17.7,17.8,12.7,15.3,0.00,0.00,71
2018-04-15,2,22.3,16.6,19.3,22.7,15.5,18.5,0.00,0.00,55
2018-04-16,3,23.1,18.1,20.4,24.1,17.4,20.1,0.00,0.00,34
2018-04-17,3,24.6,20.2,21.9,25.6,20.0,22.5,0.00,0.00,14
2018-04-18,3,26.3,21.4,23.0,29.0,22.5,24.8,0.00,0.00,11
2018-04-19,1,25.5,21.1,22.9,28.7,21.7,24.7,0.00,0.00,26
2018-04-20,65,23.0,20.9,21.8,25.7,21.9,24.2,23.60,23.60,2
2018-04-21,51,23.7,19.0,20.9,26.2,21.0,23.2,0.80,0.80,169
2018-04-22,53,24.7,19.0,21.4,27.7,21.2,24.0,1.40,1.40,72
2018-04-23,55,23.2,18.1,20.3,23.4,17.2,20.9,1.50,1.50,147
2018-04-24,51,21.3,17.3,19.5,22.4,16.1,19.0,1.10,1.10,114
2018-04-25,53,25.0,19.2,21.7,27.6,21.8,24.2,1.80,1.80,21
2018-04-26,2,25.2,20.8,22.9,27.3,22.1,24.4,0.00,0.00,26
2018-04-27,63,25.0,20.1,23.1,28.6,20.6,25.6,4.90,4.90,0
2018-04-28,61,22.7,18.6,20.5,23.2,18.6,21.1,1.90,1.90,125
2018-04-29,65,21.4,18.1,20.3,24.5,20.1,22.4,49.80,49.80,69
2018-04-30,51,20.0,15.4,18.3,20.9,12.8,17.1,1.00,1.00,160
2018-05-01,63,17.9,13.3,15.9,15.9,9.8,13.0,7.10,7.10,105
2018-05-02,61,18.9,16.9,17.7,19.6,14.8,16.7,3.60,3.60,75
2018-05-03,3,21.4,14.6,17.6,22.7,14.0,18.5,0.00,0.00,142
2018-05-04,63,19.6,17.8,18.4,19.6,17.1,18.5,16.30,16.30,95
2018-05-05,51,20.3,17.6,18.9,20.4,16.4,18.4,0.90,0.90,112
2018-05-06,3,20.8,17.7,19.2,20.9,17.6,18.9,0.00,0.00,88
2018-05-07,51,21.7,18.2,20.3,22.7,17.7,19.9,0.20,0.20,61
2018-05-08,65,20.6,18.5,19.4,21.4,19.0,20.1,44.80,44.80,40
2018-05-09,51,21.9,17.7,19.3,24.4,19.0,21.4,0.20,0.20,300
2018-05-10,65,19.7,17.4,18.7,21.0,15.3,18.9,44.20,44.20,120
2018-05-11,65,19.5,14.6,17.0,17.4,12.6,15.0,51.30,51.30,212
2018-05-12,2,20.2,11.0,15.2,19.0,10.0,14.4,0.00,0.00,243
2018-05-13,1,19.5,12.8,16.8,18.5,12.2,16.1,0.00,0.00,47
2018-05-14,51,19.9,16.2,17.8,19.4,14.5,16.7,0.10,0.10,1
2018-05-15,3,17.7,10.6,15.1,17.8,6.7,12.7,0.00,0.00,224
2018-05-16,3,14.3,8.6,11.1,12.0,4.7,8.3,0.00,0.00,198
2018-05-17,53,12.6,9.6,11.4,10.9,7.7,9.6,4.50,4.50,356
2018-05-18,53,16.8,7.5,12.0,15.9,5.3,10.4,1.00,1.00,272
2018-05-19,51,14.0,8.4,11.1,9.8,4.0,7.3,0.10,0.10,210
2018-05-20,3,15.6,7.2,11.5,13.7,4.5,9.6,0.00,0.00,236
2018-05-21,3,16.1,9.7,12.4,13.2,6.8,9.9,0.00,0.00,260
2018-05-22,1,15.5,5.7,10.1,11.7,2.8,7.1,0.00,0.00,259
2018-05-23,1,17.1,7.3,11.7,15.2,4.1,9.1,0.00,0.00,280
2018-05-24,1,17.5,8.4,13.0,16.2,5.8,11.0,0.00,0.00,311
2018-05-25,0,16.8,9.3,13.2,15.0,7.1,11.3,0.00,0.00,347
2018-05-26,1,17.4,11.5,14.5,15.9,9.0,12.6,0.00,0.00,8
2018-05-27,3,19.8,14.0,16.6,21.4,13.7,16.9,0.00,0.00,23
2018-05-28,63,22.2,17.1,19.4,22.3,16.8,18.9,15.70,15.70,12
2018-05-29,55,22.6,18.4,20.2,21.9,17.0,19.8,3.30,3.30,356
2018-05-30,63,20.0,13.1,15.6,19.5,10.6,14.5,26.30,26.30,184
2018-05-31,55,13.4,10.5,11.5,10.6,6.4,7.7,5.60,5.60,165
2018-06-01,51,11.8,8.1,9.7,6.6,2.7,4.9,0.20,0.20,184
2018-06-02,3,11.3,5.2,8.1,7.1,1.2,4.1,0.00,0.00,205
2018-06-03,3,11.7,4.7,8.2,9.4,1.2,5.5,0.00,0.00,174
2018-06-04,53,12.5,8.4,10.0,10.4,6.0,7.8,2.70,2.70,141
2018-06-05,3,11.4,5.4,8.1,8.3,2.4,5.7,0.00,0.00,250
2018-06-06,3,14.8,8.2,10.8,10.2,4.7,7.2,0.00,0.00,301
2018-06-07,1,11.9,6.0,8.9,6.9,1.9,4.2,0.00,0.00,253
2018-06-08,1,14.6,4.7,9.2,11.4,0.8,5.7,0.00,0.00,324
2018-06-09,3,14.6,8.6,11.7,12.9,6.5,9.5,0.00,0.00,13
2018-06-10,53,17.8,13.1,14.8,17.7,10.8,14.0,1.90,1.90,99
2018-06-11,51,14.5,11.5,12.9,12.7,8.8,10.9,0.50,0.50,167
2018-06-12,63,12.2,6.6,10.2,10.9,-0.5,6.9,10.40,10.40,245
2018-06-13,51,10.0,5.4,7.9,5.7,0.4,3.2,0.70,0.70,238
2018-06-14,2,9.8,4.4,6.7,5.3,0.9,2.9,0.00,0.00,235
2018-06-15,1,10.0,2.1,5.8,7.6,-1.5,2.8,0.00,0.00,204
2018-06-16,1,10.0,3.2,7.0,6.3,0.2,3.7,0.00,0.00,342
2018-06-17,0,12.7,5.4,8.8,9.2,1.2,5.1,0.00,0.00,335
2018-06-18,1,14.4,6.8,10.4,11.6,2.9,6.9,0.00,0.00,343
2018-06-19,1,16.4,8.2,11.8,14.2,4.4,8.8,0.00,0.00,341
2018-06-20,51,17.0,7.1,13.0,15.5,5.0,11.5,0.10,0.10,344
2018-06-21,63,17.2,7.4,12.8,15.9,4.6,9.1,7.00,7.00,249
2018-06-22,3,14.0,4.5,9.6,10.4,1.9,6.5,0.00,0.00,330
2018-06-23,3,14.8,4.3,10.4,11.0,-1.3,6.4,0.00,0.00,227
2018-06-24,1,7.2,-0.1,3.8,3.4,-4.5,-0.4,0.00,0.00,252
2018-06-25,1,12.4,3.2,7.1,7.9,-1.0,2.9,0.00,0.00,302
2018-06-26,1,14.6,5.1,9.2,11.5,1.5,5.9,0.00,0.00,316
2018-06-27,1,16.3,7.4,11.2,14.0,3.6,8.0,0.00,0.00,325
2018-06-28,3,13.7,7.4,11.0,12.0,6.1,9.3,0.00,0.00,80
2018-06-29,51,15.1,8.4,11.9,15.1,6.2,11.2,0.70,0.70,198
2018-06-30,3,13.0,8.4,11.1,12.2,7.0,9.9,0.00,0.00,53
2018-07-01,61,16.1,12.1,13.8,17.2,11.0,13.7,3.40,3.40,64
2018-07-02,61,13.4,7.1,10.7,12.8,2.4,7.3,3.10,3.10,190
2018-07-03,3,9.0,2.8,6.0,4.7,-2.0,1.8,0.00,0.00,170
2018-07-04,53,8.9,5.7,7.4,5.5,2.0,4.0,1.10,1.10,106
2018-07-05,3,10.5,9.1,9.7,6.1,5.3,5.7,0.00,0.00,91
2018-07-06,51,11.5,9.6,10.4,8.1,4.6,6.0,1.30,1.30,98
2018-07-07,53,11.7,9.9,11.0,9.2,5.9,7.8,5.60,5.60,147
2018-07-08,51,13.0,7.3,10.1,9.2,3.4,6.7,0.70,0.70,178
2018-07-09,3,10.7,6.4,8.3,7.2,3.6,5.6,0.00,0.00,179
2018-07-10,51,11.3,5.9,8.6,7.6,3.8,5.8,0.30,0.30,21
2018-07-11,2,12.4,8.2,10.4,10.1,5.3,7.7,0.00,0.00,15
2018-07-12,3,14.7,8.9,11.1,11.0,5.9,8.2,0.00,0.00,337
2018-07-13,51,16.5,8.2,11.6,15.1,5.2,9.5,0.50,0.50,324
2018-07-14,1,18.6,10.6,14.0,17.2,8.1,12.2,0.00,0.00,335
2018-07-15,1,15.0,9.1,11.9,12.4,5.7,8.9,0.00,0.00,164
2018-07-16,3,11.1,7.5,9.1,6.4,2.7,4.9,0.00,0.00,119
2018-07-17,51,12.8,7.6,11.1,9.9,2.9,6.9,0.50,0.50,102
2018-07-18,63,13.9,11.9,12.6,13.2,9.6,11.3,14.70,14.70,113
2018-07-19,61,13.5,11.0,12.5,13.2,8.2,10.8,16.50,16.50,248
2018-07-20,51,10.7,6.2,8.4,7.6,-0.9,2.8,0.10,0.10,260
2018-07-21,0,12.4,4.7,8.3,8.1,-1.0,3.3,0.00,0.00,286
2018-07-22,51,11.8,7.7,9.3,8.8,3.8,5.9,0.30,0.30,346
2018-07-23,1,9.6,2.7,6.1,5.6,-2.0,2.0,0.00,0.00,205
2018-07-24,51,9.3,1.8,5.9,5.7,-1.4,2.5,0.10,0.10,124
2018-07-25,63,11.8,8.3,9.7,7.6,4.4,5.9,22.40,22.40,119
2018-07-26,61,13.1,10.7,12.1,11.7,6.7,9.0,11.00,11.00,121
2018-07-27,51,13.0,11.3,12.0,11.7,8.6,9.6,1.20,1.20,112
2018-07-28,61,13.0,10.2,11.4,11.4,8.5,10.1,12.00,12.00,294
2018-07-29,53,13.6,9.2,11.4,9.8,5.8,7.7,1.90,1.90,244
2018-07-30,2,14.5,5.9,9.4,11.3,1.9,6.0,0.00,0.00,245
2018-07-31,0,10.1,2.2,6.5,7.2,-1.9,3.0,0.00,0.00,174
2018-08-01,1,9.7,5.6,7.5,6.4,2.5,4.3,0.00,0.00,28
2018-08-02,1,10.4,3.6,7.9,7.6,1.4,4.9,0.00,0.00,79
2018-08-03,51,13.1,8.5,10.3,12.0,5.7,8.4,0.10,0.10,85
2018-08-04,51,14.3,8.7,10.5,13.6,5.8,8.4,0.10,0.10,231
2018-08-05,1,16.2,5.8,10.6,13.9,3.1,8.2,0.00,0.00,324
2018-08-06,1,15.9,8.6,12.3,13.7,5.7,9.5,0.00,0.00,358
2018-08-07,1,17.0,12.2,14.4,14.3,8.2,11.0,0.00,0.00,13
2018-08-08,61,14.7,6.8,11.3,12.4,0.0,7.7,12.90,12.90,252
2018-08-09,53,11.4,5.5,8.7,6.6,-0.2,3.5,1.60,1.60,190
2018-08-10,3,12.1,2.6,7.4,9.6,-1.8,4.3,0.00,0.00,216
2018-08-11,3,13.6,8.7,11.3,12.3,7.2,9.8,0.00,0.00,46
2018-08-12,3,15.3,11.8,13.1,14.2,9.3,11.1,0.00,0.00,50
2018-08-13,61,14.7,10.5,13.4,14.1,9.3,12.2,3.00,3.00,52
2018-08-14,55,16.0,9.1,12.4,12.9,5.0,9.1,1.10,1.10,236
2018-08-15,1,13.2,5.3,9.5,11.5,2.8,7.2,0.00,0.00,116
2018-08-16,1,15.4,10.1,12.4,12.9,7.9,10.1,0.00,0.00,19
2018-08-17,1,17.8,11.7,14.4,16.9,9.5,12.7,0.00,0.00,18
2018-08-18,63,21.4,9.3,16.1,22.6,4.9,14.3,25.90,25.90,310
2018-08-19,63,11.2,5.7,8.8,6.0,0.8,3.9,4.80,4.80,191
2018-08-20,51,10.6,2.3,6.2,6.0,-2.2,1.8,0.10,0.10,208
2018-08-21,0,10.7,1.5,6.8,8.2,-1.9,3.7,0.00,0.00,327
2018-08-22,1,14.0,6.2,10.4,9.7,3.7,7.1,0.00,0.00,9
2018-08-23,3,14.4,10.1,11.4,11.8,5.8,8.2,0.00,0.00,35
2018-08-24,53,13.0,8.6,10.5,8.8,2.5,6.5,1.50,1.50,190
2018-08-25,1,12.2,3.7,7.8,7.1,-1.4,3.2,0.00,0.00,226
2018-08-26,1,17.2,6.6,11.2,12.7,1.2,6.5,0.00,0.00,324
2018-08-27,1,17.9,9.7,13.6,14.9,5.5,9.7,0.00,0.00,346
2018-08-28,1,18.5,10.4,14.2,17.4,7.3,11.7,0.00,0.00,357
2018-08-29,1,20.1,12.7,16.4,20.6,11.4,15.8,0.00,0.00,33
2018-08-30,53,17.1,7.4,12.3,18.0,2.1,8.6,2.00,2.00,150
2018-08-31,3,10.3,6.3,7.9,4.4,-0.1,2.4,0.00,0.00,146
2018-09-01,3,12.7,7.4,9.8,8.4,2.8,5.3,0.00,0.00,142
2018-09-02,1,15.3,7.2,11.1,13.1,3.9,8.4,0.00,0.00,125
2018-09-03,3,17.0,6.6,11.2,16.0,4.2,9.8,0.00,0.00,170
2018-09-04,3,17.1,9.0,12.8,15.1,7.2,11.1,0.00,0.00,3
2018-09-05,1,19.1,12.1,15.4,16.4,9.2,12.5,0.00,0.00,4
2018-09-06,0,20.9,13.1,16.7,21.3,10.7,15.5,0.00,0.00,2
2018-09-07,1,17.9,12.4,15.1,15.3,10.9,12.9,0.00,0.00,119
